1460607403:   
3096626743:  !
399823493: gy
2124211532: gz
1974010142: g{
855904154: g|
749182106: g}
2303332535: g~
4162130244: g
47865211: h 
2557192258: h!
622990776: h"
3041260062: h#
116558840: h$
1019745726: h%
981892570: h&
894682644: h'
1723151132: h(
3875920740: h)
3047852106: h*
1009933686: h+
2572442090: h,
4193209170: h-
1384579116: h.
1493990513: h/
1776831923: h0
2156951538: h1
4024241610: h2
1166426475: h3
354029087: h4
2209456360: h5
3446779650: h6
3903772229: h7
3984422046: h8
3996172387: h9
403906262: h:
1144468360: h;
3057187658: h<
3643677991: h=
2087937307: h>
1678497030: h?
3981398887: h@
3622199480: hA
3538059514: hB
1943659895: hC
3208923698: hD
3848300188: hE
2844572528: hF
1429071667: hG
3027324396: hH
2089469543: hI
3587827749: hJ
2593078102: hK
4115424743: hL
1336344306: hM
4252217454: hN
3225860307: hO
1191044247: hP
929075996: hQ
2573135515: hR
1982634756: hS
1909002779: hT
430735401: hU
3507425212: hV
2595476020: hW
156678561: hX
127581715: hY
3278343736: hZ
3806233754: h[
1706551496: h\
3639739180: h]
238180689: h^
641524337: h_
3704626004: h`
910064604: ha
2001030738: hb
2971849444: hc
2366163111: hd
2807376489: he
441166691: hf
754177466: hg
1047171420: hh
3148210049: hi
2046507340: hj
2063452243: hk
1494545686: hl
3899031900: hm
2525192486: hn
2171078405: ho
3261871855: hp
3949000212: hq
2077827754: hr
1777104860: hs
2641320192: ht
2166593210: hu
2536525373: hv
377537493: hw
1324765073: hx
3261856336: hy
2410733585: hz
1056757965: h{
1507422837: h|
3918556868: h}
4270326841: h~
1976577750: h
1086117263: i 
1332826279: i!
1220466437: i"
1240904605: i#
3490564640: i$
1522176148: i%
2160926742: i&
640969117: i'
2540207783: i(
1520486717: i)
907462339: i*
777192727: i+
4124382117: i,
26967641: i-
933715820: i.
1286635737: i/
402446359: i0
979667921: i1
3866621814: i2
3585221385: i3
1668221482: i4
4205752505: i5
1136740498: i6
4019790779: i7
1573929682: i8
3246823211: i9
125280115: i:
3670539269: i;
2688082300: i<
3021973709: i=
3755731638: i>
1528499107: i?
3893585569: i@
1983037391: iA
3202271176: iB
3571836398: iC
3517391857: iD
4053595041: iE
3297638722: iF
3590157537: iG
1878016927: iH
2705955823: iI
1122570458: iJ
2298366155: iK
3618434784: iL
3134862839: iM
673213551: iN
3314994668: iO
868715565: iP
879545030: iQ
794336101: iR
3985634261: iS
3508165596: iT
3391206857: iU
790692711: iV
2574308640: iW
2501959906: iX
2066894408: iY
621006922: iZ
2511613204: i[
2785408826: i\
4076083287: i]
3123216506: i^
3839837476: i_
697895657: i`
1222774002: ia
1385895446: ib
791641668: ic
221171077: id
747167942: ie
3526004018: if
4016655176: ig
4051529735: ih
539336656: ii
3354841118: ij
2289773143: ik
1668093525: il
3561823383: im
1805975551: in
3445827759: io
47484065: ip
56693007: iq
3131346519: ir
3111345699: is
3639585967: it
3813003033: iu
4109291852: iv
3247922835: iw
2802248665: ix
3382688159: iy
4087679954: iz
747056912: i{
737600079: i|
660035481: i}
4140738443: i~
2377739127: i
3107196466: j 
2648328346: j!
2818405485: j"
2153862640: j#
385648421: j$
749575210: j%
4098284056: j&
232871044: j'
1897954027: j(
794091865: j)
642561635: j*
1735511568: j+
2520719956: j,
3663565965: j-
1037107963: j.
1248133829: j/
77000383: j0
3677071150: j1
1427131761: j2
957397691: j3
2766504100: j4
1050509223: j5
1059265515: j6
2322766389: j7
1621786568: j8
861927779: j9
351194458: j:
1316563173: j;
1511583818: j<
1720884677: j=
2826161586: j>
3670431872: j?
1035646223: j@
1509008828: jA
2415617164: jB
62250577: jC
1053865566: jD
3989650625: jE
742506547: jF
3467859225: jG
2963425562: jH
136157979: jI
179064708: jJ
2841920104: jK
3892938726: jL
1636557011: jM
90053960: jN
3111794528: jO
4023128008: jP
1489069977: jQ
3697334891: jR
7137566: jS
2621263131: jT
206632083: jU
1849594998: jV
3445756232: jW
106043281: jX
3476553044: jY
3574861409: jZ
1580390336: j[
1390867604: j\
3547284433: j]
564098850: j^
2534903307: j_
1566618549: j`
1711110646: ja
1634283690: jb
1801626430: jc
1374122123: jd
436496604: je
3292731587: jf
3729489127: jg
2477137983: jh
2290385069: ji
4097212963: jj
3074333923: jk
154188942: jl
1924996469: jm
1452024682: jn
1645987593: jo
627838230: jp
2402494086: jq
472973999: jr
944971933: js
727698104: jt
1578788612: ju
1738767286: jv
2157284733: jw
2929021897: jx
3383704574: jy
238140831: jz
4281443195: j{
3661688943: j|
1359768684: j}
2619911427: j~
2764156885: j
4116460546: k 
1196991569: k!
61875068: k"
924075316: k#
751728752: k$
3926821537: k%
2486354471: k&
1727518481: k'
342476847: k(
2560238865: k)
2017143517: k*
2289342454: k+
434058423: k,
3000998408: k-
2019237552: k.
1541401660: k/
1224660728: k0
4228161406: k1
1055948746: k2
1167539965: k3
1857686509: k4
2264497570: k5
1470576532: k6
1405670060: k7
3660669240: k8
835899037: k9
4209112516: k:
57968640: k;
2361754312: k<
1616058755: k=
4149957384: k>
264043509: k?
1682725135: k@
4099178986: kA
1862437677: kB
1436300026: kC
1647293881: kD
2400242506: kE
3528815772: kF
1680532588: kG
278703988: kH
2520165945: kI
3925104170: kJ
1832692911: kK
2690389390: kL
280687470: kM
3468859168: kN
1220893527: kO
3456301451: kP
1073035052: kQ
3118953636: kR
991871677: kS
582426713: kT
2609901204: kU
1740979300: kV
3670025469: kW
3072540793: kX
3344994205: kY
4250725458: kZ
3016769913: k[
3111647398: k\
2749017911: k]
3114114386: k^
2051584004: k_
2365320614: k`
560132894: ka
2066599358: kb
1067054889: kc
521848250: kd
1139920365: ke
1884524929: kf
130395597: kg
2049022011: kh
1855004312: ki
3912624176: kj
1617836480: kk
2370968728: kl
1768891878: km
1400877779: kn
12378255: ko
2534773227: kp
1488982916: kq
1708089510: kr
2564606963: ks
3969105205: kt
1047216916: ku
640667164: kv
2747418600: kw
3293441089: kx
1392709781: ky
472585081: kz
67428498: k{
398138023: k|
4088038594: k}
253657926: k~
2099797511: k
2355338768: l 
1455534232: l!
2383655213: l"
1542037370: l#
3345685619: l$
4002761931: l%
3623184356: l&
725266979: l'
1877416137: l(
3825192239: l)
4037197105: l*
2439314805: l+
2627303926: l,
4063830426: l-
3879374197: l.
528278155: l/
269376020: l0
3850687679: l1
2697552019: l2
3967242085: l3
841767430: l4
4071868280: l5
2529703166: l6
2465767915: l7
955619162: l8
99121695: l9
96866383: l:
514963963: l;
130501997: l<
4187171994: l=
3737690212: l>
1306711705: l?
1342342317: l@
3722903987: lA
263206968: lB
653467786: lC
1876807844: lD
2564797267: lE
2622222284: lF
1202207826: lG
1382849426: lH
875208695: lI
623315591: lJ
2756832539: lK
3214457674: lL
3716529307: lM
3339825581: lN
3823111139: lO
3788318744: lP
2230372382: lQ
1070359111: lR
1874170536: lS
1571270296: lT
1825674004: lU
2361226576: lV
1352664004: lW
3727228215: lX
2348046337: lY
883590959: lZ
2016309635: l[
3864512346: l\
2553682322: l]
2700489632: l^
1588948307: l_
3611568271: l`
2334623448: la
3960459992: lb
1949622768: lc
3164098754: ld
3870442785: le
3448109816: lf
517023614: lg
220517619: lh
247059612: li
2509281028: lj
3812669712: lk
2875853849: ll
1997878887: lm
1380620284: ln
845239958: lo
2560987685: lp
3544842925: lq
1510796368: lr
1122825154: ls
2348297775: lt
3710367864: lu
1148048391: lv
2085380781: lw
4071198246: lx
1054885526: ly
3242800882: lz
3422580248: l{
2508516129: l|
231044223: l}
2816244263: l~
2506260941: l
2734706297: m 
2585829323: m!
207349629: m"
2690402998: m#
3270555979: m$
2788911885: m%
236403500: m&
1172702730: m'
2057843843: m(
1680530518: m)
2240794282: m*
653900459: m+
1648972045: m,
3356708664: m-
779478581: m.
3989363812: m/
2299370934: m0
592926163: m1
1714574457: m2
2609717741: m3
1950844378: m4
3186421934: m5
837253953: m6
1449114255: m7
2191081431: m8
3601089228: m9
2510697194: m:
2966123512: m;
1972698876: m<
2616440490: m=
995126913: m>
17667505: m?
491049426: m@
2630831437: mA
546233304: mB
3990254379: mC
3299320959: mD
3350067036: mE
3510912386: mF
4021914382: mG
4175927284: mH
483861049: mI
2730573402: mJ
1133231620: mK
2887664977: mL
210512388: mM
3230891946: mN
3994703911: mO
688125245: mP
1465625444: mQ
4283764405: mR
1927095604: mS
3044908022: mT
3756924362: mU
361642406: mV
204384415: mW
3192626059: mX
298992323: mY
2800346227: mZ
3013315897: m[
3687766579: m\
2916415157: m]
3526178667: m^
156789825: m_
1826371694: m`
3866020821: ma
630991828: mb
519574566: mc
4053597602: md
613277413: me
2047199089: mf
2275232714: mg
59877388: mh
1855187348: mi
2001857807: mj
4126075947: mk
4114725682: ml
1233512812: mm
193328554: mn
1118079747: mo
1400883452: mp
3848808700: mq
3223249689: mr
71594585: ms
2391997068: mt
1568277055: mu
874654425: mv
988346862: mw
2178741795: mx
1300680151: my
458039619: mz
1424328012: m{
2847544019: m|
1384477578: m}
4180865511: m~
3138372922: m
2280366927: n 
120322883: n!
3000421213: n"
3737011513: n#
4104385039: n$
2829212172: n%
3943970896: n&
3445962220: n'
2233849456: n(
2141793368: n)
2431319948: n*
2840809248: n+
1530346926: n,
3993747437: n-
2854532124: n.
2042728189: n/
1836383488: n0
680752953: n1
3986768642: n2
515939541: n3
4026958714: n4
1887289478: n5
4291268194: n6
1170373233: n7
4085364979: n8
3523938242: n9
926501367: n:
315297061: n;
2688829105: n<
4079598637: n=
2257566463: n>
1146810570: n?
3773362777: n@
1050481871: nA
590985459: nB
2882695631: nC
2628959529: nD
3861627456: nE
3695964447: nF
3921424774: nG
1446271279: nH
2500856750: nI
654874572: nJ
1624287562: nK
1777631358: nL
3430452445: nM
3207287831: nN
3002270905: nO
2976939217: nP
2861492151: nQ
2476753301: nR
4069089231: nS
3717913500: nT
3996838361: nU
894771779: nV
3136435873: nW
1465653620: nX
2947435526: nY
2780303302: nZ
2709540399: n[
3382398603: n\
1547734957: n]
390760189: n^
2953033632: n_
1243185665: n`
767380183: na
679602910: nb
1128132079: nc
810375323: nd
1610134752: ne
1160927256: nf
4181035431: ng
2561929635: nh
1831860057: ni
1492068683: nj
1683663667: nk
867805576: nl
948041787: nm
997301512: nn
2274234392: no
2305540931: np
1393158791: nq
3612594358: nr
268522427: ns
1104414846: nt
3688856871: nu
1681178653: nv
542631230: nw
1698600143: nx
3628682406: ny
2761639943: nz
3684673850: n{
2384379459: n|
1848860968: n}
1438902666: n~
4162338285: n
23275101: o 
2319292804: o!
2224662759: o"
2112628952: o#
4099612677: o$
3382356271: o%
972147574: o&
3673934418: o'
3548994658: o(
3612914451: o)
3699119721: o*
1567358537: o+
785748307: o,
3506688941: o-
4004167431: o.
3451866134: o/
807336912: o0
1871283220: o1
1522146187: o2
913627045: o3
3080902459: o4
205134309: o5
2171794449: o6
3191595212: o7
1579470553: o8
150870646: o9
3724986631: o:
2559148898: o;
2860160617: o<
1719663145: o=
1191806559: o>
2567599034: o?
3051786351: o@
3589317681: oA
2699040722: oB
357304645: oC
2600605154: oD
862602025: oE
4073137689: oF
1116699945: oG
93756544: oH
1950075073: oI
3327556353: oJ
1834097060: oK
3517319544: oL
2483833470: oM
2932366077: oN
117339995: oO
4276052810: oP
2967714862: oQ
1018801711: oR
913887840: oS
3197462464: oT
2209684064: oU
413558262: oV
1314187176: oW
271495560: oX
2791783703: oY
412538186: oZ
1163563008: o[
2948167705: o\
3884463027: o]
2353545287: o^
3042656183: o_
3682214502: o`
4030436765: oa
2589690369: ob
2658124956: oc
1927912383: od
892507683: oe
3680299206: of
3419971582: og
2665720550: oh
1439714371: oi
2762235166: oj
2796992305: ok
1275759962: ol
1745734303: om
305558816: on
3513743280: oo
2569005716: op
2123303148: oq
2490909844: or
3642959484: os
1160570594: ot
1709786277: ou
1853881335: ov
2992165214: ow
2988107529: ox
420305805: oy
2586309240: oz
3306958925: o{
647213962: o|
4047854856: o}
1288898673: o~
1179871649: o
558759961: p 
4120803061: p!
1572625881: p"
477071978: p#
94517930: p$
3641230815: p%
626083769: p&
308671071: p'
716512002: p(
3042624158: p)
3273684296: p*
1330792997: p+
1944910847: p,
3297510172: p-
211732678: p.
382443388: p/
1517047866: p0
2366089893: p1
771324756: p2
1358959877: p3
321095275: p4
3819715180: p5
2370126392: p6
3489973458: p7
1656202870: p8
2796277410: p9
737302505: p:
1205257295: p;
2326394257: p<
1741689664: p=
299311162: p>
4134352210: p?
2445792081: p@
1313126608: pA
2440473246: pB
2190567070: pC
853013004: pD
1477638727: pE
1978331369: pF
1347040030: pG
4157090362: pH
3026361020: pI
3288709909: pJ
1034076038: pK
379802141: pL
3077169511: pM
1556183590: pN
2049239821: pO
890132171: pP
68991709: pQ
1441779008: pR
529916454: pS
2825384234: pT
2321008367: pU
38617623: pV
2130619835: pW
939377306: pX
3762560708: pY
1053433919: pZ
1177060380: p[
2073696109: p\
1287935114: p]
2839343896: p^
933710855: p_
3981523401: p`
2920049148: pa
2753819517: pb
1993403840: pc
1304780382: pd
2544085221: pe
3901952766: pf
2966203703: pg
2585658561: ph
2627344138: pi
719161267: pj
3988917038: pk
2850759890: pl
491712314: pm
1701243275: pn
2499015798: po
3459869642: pp
3534138656: pq
3404089232: pr
671540521: ps
110454359: pt
983892760: pu
2603680109: pv
1440210870: pw
169144573: px
1330326723: py
207087152: pz
2006997401: p{
569897995: p|
2030434098: p}
2832794140: p~
4130936825: p
2036294161: q 
1113488065: q!
809710905: q"
2877277544: q#
3575181759: q$
3115129632: q%
2521252087: q&
1897286910: q'
3654579888: q(
3910766273: q)
1041949931: q*
4171284869: q+
247563719: q,
2050405693: q-
2696160383: q.
2640872802: q/
3898345669: q0
645538620: q1
4179965149: q2
3602728654: q3
2328038120: q4
981402078: q5
1657680747: q6
2089952099: q7
1730366174: q8
1767342050: q9
2950225375: q:
536427399: q;
3798088530: q<
3557968802: q=
3701065157: q>
898660388: q?
2326302774: q@
3706712038: qA
363596976: qB
2547358575: qC
1283327381: qD
3125752606: qE
864627321: qF
1839638047: qG
570523994: qH
785958997: qI
2194211579: qJ
4025150043: qK
2947959962: qL
1407397967: qM
2184587845: qN
3287411357: qO
2389651913: qP
3405056458: qQ
3881919271: qR
3597063875: qS
1560276552: qT
1858913702: qU
489745772: qV
1287406488: qW
2683780390: qX
1057120344: qY
2167816725: qZ
4161064020: q[
3275224658: q\
2507479291: q]
130156918: q^
683598112: q_
4243450103: q`
3807800783: qa
1489432987: qb
951874249: qc
1272220287: qd
248756966: qe
3848856939: qf
1571342027: qg
2397316691: qh
1334309040: qi
1463886875: qj
1729302764: qk
3264944203: ql
2819864323: qm
2845500893: qn
2473195414: qo
912899718: qp
4273041499: qq
1015965508: qr
2945531111: qs
996608256: qt
3191076620: qu
1953813620: qv
3069324393: qw
286646931: qx
2081190113: qy
270886209: qz
3880671833: q{
1433979703: q|
1061218927: q}
1550387516: q~
1840396705: q
3557239448: r 
2432077219: r!
105212718: r"
652711787: r#
2873175342: r$
4156989045: r%
3285055021: r&
1401869035: r'
342328563: r(
2683289417: r)
4043107675: r*
4287077842: r+
1681501970: r,
2781360340: r-
4285413467: r.
3785644566: r/
3392705889: r0
4229653551: r1
743890812: r2
98518665: r3
4091415827: r4
2124600035: r5
2207527927: r6
3487769337: r7
3145343735: r8
667035506: r9
4125881068: r:
2482829179: r;
1522499620: r<
2768702429: r=
2005838715: r>
3311680270: r?
588090778: r@
3969351132: rA
621952871: rB
544774029: rC
88464254: rD
3490204898: rE
3876371957: rF
2447794835: rG
2341504941: rH
2773034934: rI
1435165563: rJ
3948230022: rK
1727989799: rL
4171206901: rM
1232389804: rN
3095665641: rO
2073957058: rP
1322034251: rQ
1798771949: rR
774558310: rS
2522866682: rT
1560981049: rU
833726532: rV
839320515: rW
3528847553: rX
3647089556: rY
2753373234: rZ
2224714581: r[
2559940790: r\
1050903893: r]
1680049748: r^
1699963497: r_
401826524: r`
1499813421: ra
3356568929: rb
1574626412: rc
1543304202: rd
2309240026: re
774561226: rf
1087510601: rg
2057221095: rh
3703229774: ri
4081495489: rj
1531552041: rk
3561215503: rl
2540916917: rm
1654158116: rn
4003764458: ro
4054731719: rp
180275279: rq
2038545650: rr
1249839677: rs
1296148979: rt
671613501: ru
799851083: rv
3455326701: rw
3776661527: rx
2715981419: ry
4099800255: rz
2260694031: r{
3933657472: r|
2766060489: r}
3588941364: r~
2624155196: r
2472190952: s 
3189727593: s!
3848193312: s"
4240049885: s#
2228000001: s$
22135064: s%
4291115151: s&
1479122825: s'
2855053308: s(
454086223: s)
573345181: s*
3057031683: s+
3850324140: s,
3658153410: s-
4258766435: s.
2772731105: s/
754716616: s0
2586873644: s1
2414515257: s2
129345074: s3
1211693964: s4
1762035374: s5
3610606622: s6
38649372: s7
1874728613: s8
3643843290: s9
2188430385: s:
842753515: s;
1220940889: s<
1447790557: s=
3132621654: s>
1961045735: s?
2674489789: s@
1476403357: sA
1943514244: sB
1677641542: sC
3981131063: sD
794213582: sE
168425121: sF
2955968448: sG
3927614272: sH
3424221620: sI
594731462: sJ
2346896844: sK
806448114: sL
2452790474: sM
160423340: sN
3427143260: sO
4206466391: sP
2760621135: sQ
92887510: sR
2168820106: sS
1112745390: sT
2652752553: sU
1886293136: sV
3145058520: sW
603954801: sX
1255549728: sY
4201763087: sZ
3770377030: s[
836488376: s\
4157689776: s]
2608749117: s^
1678745368: s_
4006129146: s`
1345279978: sa
792113376: sb
4230640375: sc
4040992423: sd
4285554416: se
197331240: sf
2303308726: sg
2115836638: sh
661695332: si
2399751009: sj
2597169296: sk
1462798138: sl
3481319289: sm
3441213041: sn
2050284806: so
1188143947: sp
2574881616: sq
4259465355: sr
1114463725: ss
2124538099: st
2133549848: su
718731396: sv
3599048482: sw
1625221280: sx
1470745688: sy
1772867359: sz
3086609569: s{
1382789158: s|
2382950397: s}
1323442066: s~
2729190745: s
1478352212: t 
579183068: t!
654332678: t"
686970768: t#
2258442343: t$
975486376: t%
308168461: t&
2561839456: t'
1244457170: t(
867529241: t)
4018734521: t*
3262737907: t+
987030455: t,
89392738: t-
920803667: t.
3353562613: t/
2931037311: t0
2844140393: t1
3088594340: t2
3320186516: t3
2390897437: t4
911970421: t5
1998127799: t6
2407874905: t7
200658814: t8
396542032: t9
4148049443: t:
2172153038: t;
4898013: t<
2692956737: t=
153031159: t>
1863844020: t?
70331228: t@
3770265870: tA
3659871913: tB
2831602357: tC
1327610360: tD
1321281067: tE
417783170: tF
3890980234: tG
816748564: tH
1072532806: tI
2292041640: tJ
453563754: tK
3320274604: tL
125448181: tM
3128170876: tN
944875846: tO
1214845428: tP
1911130098: tQ
3079362661: tR
2754012519: tS
1324461389: tT
3017317046: tU
2450070907: tV
1429294237: tW
2507073427: tX
1842717616: tY
2024678508: tZ
1741245859: t[
2576188718: t\
3598190957: t]
84575738: t^
4137511393: t_
4279912964: t`
3315208106: ta
3779903611: tb
59789414: tc
3573942998: td
3797574564: te
2225863054: tf
450581496: tg
2021026717: th
1907368211: ti
2343762601: tj
1314175253: tk
157864497: tl
4062604278: tm
274184162: tn
974236808: to
424221869: tp
3645330017: tq
686336186: tr
3030471362: ts
588773008: tt
575690915: tu
1546906151: tv
817226172: tw
948421025: tx
952626513: ty
704764555: tz
256939019: t{
757228290: t|
1319271213: t}
3248121493: t~
3667179065: t
730983704: u 
4184967241: u!
2951330723: u"
1624286501: u#
1303519024: u$
4235302238: u%
293910196: u&
694736815: u'
3361258430: u(
2273373600: u)
200370916: u*
868916904: u+
2130385212: u,
2181345048: u-
3073980641: u.
1176078289: u/
396971088: u0
2479696138: u1
2061147533: u2
201141532: u3
3874373644: u4
2696384635: u5
1420919441: u6
1322440740: u7
2147296405: u8
2318932882: u9
2557952729: u:
2378830242: u;
455573639: u<
2064473551: u=
2655415677: u>
3792989145: u?
1877685331: u@
3614307835: uA
1691102048: uB
1420903644: uC
2856604687: uD
2416342891: uE
944454045: uF
3443515403: uG
84317818: uH
1830364547: uI
670649805: uJ
2813232340: uK
248901215: uL
2757963044: uM
2170239890: uN
1101507180: uO
2316368094: uP
2765011003: uQ
173585321: uR
3789570043: uS
2435037880: uT
2465520027: uU
4155959470: uV
291431901: uW
150302499: uX
175359571: uY
2210807681: uZ
165197869: u[
2919665167: u\
3742555156: u]
3858680245: u^
1789446126: u_
2573554664: u`
3566893725: ua
4149990038: ub
2602735879: uc
1299551397: ud
1456304053: ue
3264151847: uf
1178675957: ug
2847612209: uh
28237880: ui
2429884180: uj
2416270212: uk
1950906350: ul
1840529257: um
1535227462: un
1874323827: uo
309887121: up
2070200621: uq
1000970740: ur
867898705: us
4024954615: ut
1964117213: uu
167511030: uv
1141042651: uw
1997037083: ux
3466226675: uy
1923594662: uz
1116960526: u{
3085137017: u|
3000965870: u}
1666498581: u~
2522776566: u
2083517806: v 
2132990509: v!
1914218538: v"
1990520476: v#
2736440341: v$
3376909946: v%
626167516: v&
1017542554: v'
3143773103: v(
1176234112: v)
2407125157: v*
1313188518: v+
240994437: v,
3841285422: v-
856533967: v.
2061806244: v/
2588086256: v0
1682720111: v1
84264042: v2
1860063004: v3
3149037136: v4
2901052973: v5
3561330334: v6
1784471352: v7
1433019975: v8
1339691705: v9
4129172152: v:
221418969: v;
4162479857: v<
2614338771: v=
24380866: v>
1520115026: v?
3112397143: v@
1125872113: vA
17622995: vB
3258224235: vC
1325929920: vD
3621707411: vE
668540276: vF
2153884065: vG
3659189069: vH
815354911: vI
305340984: vJ
3422149616: vK
2505399198: vL
2670932046: vM
4239586973: vN
204653251: vO
1421865041: vP
589406223: vQ
3438755065: vR
990177674: vS
47902724: vT
3702032873: vU
1695797894: vV
2076006007: vW
2883267070: vX
2307639819: vY
2241891976: vZ
330945150: v[
763259011: v\
2274947314: v]
2295920001: v^
1156687731: v_
2489436211: v`
1564216382: va
3682307092: vb
1064200757: vc
1248268151: vd
486525118: ve
4099610497: vf
3229552674: vg
853029928: vh
41120417: vi
275703764: vj
1255676035: vk
1060311980: vl
3925514219: vm
1701470504: vn
1650829083: vo
3900619856: vp
3887312624: vq
412646562: vr
1539007276: vs
3421118142: vt
2332562976: vu
558715151: vv
3461969351: vw
1766876556: vx
580757426: vy
852235989: vz
937816982: v{
4223579484: v|
196805109: v}
68619826: v~
3714353603: v
1493119764: w 
734555714: w!
2104802530: w"
2336299353: w#
4043508756: w$
2023931053: w%
3777062514: w&
4150252256: w'
274802753: w(
49667068: w)
1397261748: w*
1491120824: w+
1119325093: w,
163010857: w-
2312101004: w.
3171518761: w/
1351725496: w0
2316060852: w1
2941180552: w2
1677132746: w3
190731461: w4
1263693426: w5
82757644: w6
3431679419: w7
801916651: w8
1175362172: w9
2170723191: w:
675161923: w;
2440393402: w<
2676568041: w=
2584414683: w>
2398283121: w?
1316469963: w@
2118218643: wA
1160385552: wB
2821865456: wC
4197702125: wD
792381072: wE
2695448395: wF
3962578826: wG
1877783045: wH
1351835254: wI
107568652: wJ
949129291: wK
1016207628: wL
1275388779: wM
593418511: wN
4109462620: wO
6215006: wP
3173446794: wQ
585759987: wR
4248163920: wS
726023833: wT
2534997922: wU
1690455387: wV
2597862716: wW
3356991546: wX
3525675470: wY
2469792970: wZ
1745482978: w[
2102516765: w\
2341112603: w]
3927482961: w^
2287747552: w_
3305232666: w`
247664911: wa
1385805721: wb
27029814: wc
1413680868: wd
2214005855: we
1940543719: wf
4234818512: wg
1738116604: wh
3894507175: wi
1183418823: wj
3180848526: wk
1875267001: wl
2182217985: wm
2827000836: wn
256747498: wo
2958554298: wp
3855674674: wq
890355223: wr
4049959791: ws
636245441: wt
3193899835: wu
563574792: wv
130653230: ww
902099725: wx
3398263011: wy
1741295935: wz
3774580701: w{
1787258455: w|
2189453804: w}
332362305: w~
3638720562: w
2773904143: x 
2589855070: x!
3171546723: x"
1974290288: x#
1398366921: x$
3846945715: x%
2598070872: x&
1754885665: x'
1543854893: x(
566457769: x)
3397778263: x*
2633270270: x+
468632588: x,
2823777583: x-
271493971: x.
1638057706: x/
4085731598: x0
1775478891: x1
3195135591: x2
752950405: x3
2522346147: x4
3979164872: x5
567704899: x6
543884214: x7
4231275586: x8
1562293123: x9
2769172836: x:
2527752630: x;
504537293: x<
3495302924: x=
648210095: x>
4060884102: x?
2375341939: x@
1652575297: xA
1768907229: xB
2174234729: xC
2949835553: xD
4114103916: xE
3713127198: xF
2614584851: xG
2974538241: xH
2155446864: xI
755286045: xJ
2067368982: xK
1559075897: xL
1791355206: xM
2727665245: xN
748444420: xO
1405431569: xP
2951859053: xQ
1169142487: xR
878334102: xS
3229279906: xT
3206391677: xU
2385762147: xV
1567389850: xW
1453389888: xX
2499986372: xY
3654930841: xZ
906341404: x[
3606247986: x\
2458309241: x]
2637627959: x^
283963933: x_
3465815949: x`
2137149878: xa
2103170879: xb
1142457752: xc
666603624: xd
1349979940: xe
165841803: xf
2536060298: xg
2035777818: xh
1373282774: xi
1810132492: xj
2149158646: xk
1287324450: xl
2219267020: xm
2259278857: xn
1685579255: xo
1165473422: xp
1413749572: xq
449797895: xr
1831250678: xs
1008067512: xt
3492306815: xu
1643274794: xv
4015132679: xw
3675804491: xx
557795505: xy
2623984066: xz
1076231092: x{
3910369970: x|
3041008386: x}
3506510160: x~
697964950: x
2718433211: y 
2630954898: y!
122070885: y"
3641926521: y#
837753187: y$
1228579461: y%
1896344083: y&
2263233104: y'
3570739911: y(
2027365068: y)
3992309273: y*
1893134770: y+
3234993267: y,
980782404: y-
754729097: y.
3172655317: y/
3415379350: y0
320811147: y1
3350020626: y2
2831527142: y3
1914672148: y4
3619548803: y5
4285131997: y6
1404494776: y7
1226386015: y8
3384299398: y9
4150882657: y:
2665162380: y;
2378744752: y<
749344302: y=
2921457902: y>
23128761: y?
810724645: y@
3079648502: yA
666189810: yB
981827020: yC
4185672289: yD
3708754150: yE
3014252828: yF
1026934539: yG
2414919981: yH
4046549736: yI
2947901764: yJ
1690174698: yK
928983496: yL
1228931604: yM
2909373340: yN
3265414811: yO
487961686: yP
1196415527: yQ
458333273: yR
1503258066: yS
966856873: yT
1760453657: yU
528337132: yV
874056769: yW
1693724178: yX
1379650087: yY
4168725421: yZ
962746494: y[
2040604757: y\
2139910714: y]
1880096916: y^
1695586124: y_
3839967201: y`
3575028463: ya
1364628033: yb
948716761: yc
2402671352: yd
2892109281: ye
1978616583: yf
3742898852: yg
2653337352: yh
2722798419: yi
2482696398: yj
1040077317: yk
2677180007: yl
1872045178: ym
2704615519: yn
107169275: yo
2463300491: yp
3197019512: yq
1835132083: yr
1361408764: ys
427028412: yt
829300249: yu
3766992450: yv
2845815867: yw
814323315: yx
2886590464: yy
3458603066: yz
2951822346: y{
24695015: y|
2505255507: y}
1179232069: y~
3998953841: y
3619379189: z 
109407629: z!
2384189315: z"
1375223015: z#
305244879: z$
2666548069: z%
1444357797: z&
3622439752: z'
711435560: z(
2574051155: z)
2443975696: z*
378669909: z+
2339755951: z,
3423326215: z-
2682528777: z.
3581416526: z/
2488967413: z0
1254589057: z1
873967017: z2
2961556920: z3
784299197: z4
2084881995: z5
663852248: z6
2134099131: z7
3659914857: z8
1177274716: z9
1130450047: z:
2945855588: z;
3435391676: z<
152111148: z=
1187851206: z>
670123277: z?
627993371: z@
1730655866: zA
934552504: zB
1324152034: zC
1938216889: zD
3566673500: zE
813656599: zF
1986714785: zG
1320866083: zH
1310068272: zI
1060130753: zJ
479414099: zK
2421540175: zL
1048486505: zM
1683962843: zN
2957571918: zO
3798525085: zP
889927158: zQ
3310506521: zR
1482076838: zS
3557546227: zT
3410559265: zU
1286033493: zV
3330078828: zW
3245612830: zX
361048864: zY
1554386159: zZ
3588486460: z[
381507746: z\
4291970601: z]
3208757516: z^
2918234287: z_
1950889199: z`
1810758862: za
2588950891: zb
